ProfitRatio,CustomerName,Discount%,OrderKey,CustomerSegment,City,Region,State,Country,ShipmentMode,OrderDate,ShipDate,ProductName,Manafacturer,ProductSubcategory,ProductCategory,Profit,Qty,Sale
35,Ken Lonsdale,20,CA-2017-157749,Consumer,Chicago,Central,Illinois,United States,Second Class,2017-06-04,2017-06-09,PureGear Roll-On Screen Protector,Other,Phones,Technology,11,2,32
13,Clytie Kelty,40,CA-2018-138611,Consumer,Grove City,East,Ohio,United States,Second Class,2018-11-14,2018-11-17,PureGear Roll-On Screen Protector,Other,Phones,Technology,16,10,120
48,Ted Butterfield,0,CA-2017-145982,Consumer,Quincy,East,Massachusetts,United States,Second Class,2017-08-27,2017-09-01,PureGear Roll-On Screen Protector,Other,Phones,Technology,29,3,60
48,Giulietta Weimer,0,CA-2016-135489,Consumer,New York City,East,New York,United States,Second Class,2016-09-19,2016-09-22,PureGear Roll-On Screen Protector,Other,Phones,Technology,134,14,280
35,Scott Cohen,20,CA-2016-137106,Corporate,Jacksonville,South,Florida,United States,Standard Class,2016-03-31,2016-04-04,PureGear Roll-On Screen Protector,Other,Phones,Technology,28,5,80
27,Joel Eaton,0,CA-2018-129462,Consumer,Florence,South,Kentucky,United States,Second Class,2018-06-16,2018-06-21,Pyle PMP37LED,Pyle,Phones,Technology,52,2,192
27,Joy Smith,0,CA-2017-160220,Consumer,Trenton,Central,Michigan,United States,Standard Class,2017-10-20,2017-10-26,Pyle PMP37LED,Pyle,Phones,Technology,52,2,192
9,Russell Applegate,20,US-2016-122784,Consumer,Highland Park,Central,Illinois,United States,Standard Class,2016-07-20,2016-07-27,Pyle PMP37LED,Pyle,Phones,Technology,13,2,154
9,Thomas Thornton,20,CA-2018-162075,Consumer,Houston,Central,Texas,United States,Standard Class,2018-03-18,2018-03-24,Pyle PMP37LED,Pyle,Phones,Technology,47,7,538
27,Brosina Hoffman,0,CA-2017-112123,Consumer,Newark,East,Delaware,United States,Standard Class,2017-03-03,2017-03-08,Pyle PMP37LED,Pyle,Phones,Technology,130,5,480
27,Chuck Sachs,0,US-2018-126179,Consumer,Columbus,South,Georgia,United States,Standard Class,2018-07-03,2018-07-07,Pyle PMP37LED,Pyle,Phones,Technology,78,3,288
9,Sylvia Foulston,20,CA-2018-139311,Corporate,Bedford,Central,Texas,United States,First Class,2018-08-11,2018-08-13,Pyle PMP37LED,Pyle,Phones,Technology,13,2,154
9,Erin Smith,20,CA-2015-108189,Corporate,Tempe,West,Arizona,United States,First Class,2015-10-02,2015-10-05,Pyle PMP37LED,Pyle,Phones,Technology,20,3,230
27,Theresa Swint,0,CA-2016-149342,Corporate,Columbus,South,Georgia,United States,Standard Class,2016-04-20,2016-04-25,Pyle PMP37LED,Pyle,Phones,Technology,78,3,288
9,Kean Nguyen,20,CA-2015-154599,Corporate,Redondo Beach,West,California,United States,Standard Class,2015-04-12,2015-04-17,Pyle PMP37LED,Pyle,Phones,Technology,94,14,"1,075"
11,Rick Duston,20,CA-2016-122826,Consumer,Olympia,West,Washington,United States,Second Class,2016-06-23,2016-06-25,Pyle PRT45 Retro Home Telephone,Pyle,Phones,Technology,23,4,202
34,Phillip Breyer,20,CA-2015-149055,Corporate,Philadelphia,East,Pennsylvania,United States,Standard Class,2015-11-23,2015-11-28,Quality Park Security Envelopes,Other,Envelopes,Office Supplies,21,3,63
34,Bill Eplett,20,CA-2017-128307,Home Office,Houston,Central,Texas,United States,Standard Class,2017-07-25,2017-07-29,Quality Park Security Envelopes,Other,Envelopes,Office Supplies,7,1,21
47,Dean percer,0,CA-2017-152072,Home Office,Westfield,East,New Jersey,United States,Standard Class,2017-01-15,2017-01-19,Quality Park Security Envelopes,Other,Envelopes,Office Supplies,25,2,52
34,Erica Hernandez,20,CA-2018-144862,Home Office,Philadelphia,East,Pennsylvania,United States,Standard Class,2018-12-01,2018-12-05,Quality Park Security Envelopes,Other,Envelopes,Office Supplies,35,5,105
34,Noel Staavos,20,CA-2018-115651,Corporate,Chicago,Central,Illinois,United States,First Class,2018-07-09,2018-07-12,"Quartet Alpha White Chalk, 12/Pack",Quartet,Art,Office Supplies,3,5,9
47,Chuck Clark,0,CA-2018-143035,Home Office,New York City,East,New York,United States,Second Class,2018-10-03,2018-10-05,"Quartet Alpha White Chalk, 12/Pack",Quartet,Art,Office Supplies,3,3,7
34,Claudia Bergmann,20,CA-2018-136826,Corporate,Chapel Hill,South,North Carolina,United States,Standard Class,2018-06-16,2018-06-20,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,5,3,14
47,Lena Hernandez,0,US-2018-169320,Consumer,Elkhart,Central,Indiana,United States,Second Class,2018-07-23,2018-07-25,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,5,2,12
34,Liz Preis,20,CA-2018-121790,Consumer,Aurora,Central,Illinois,United States,Standard Class,2018-01-30,2018-02-06,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,3,2,9
47,Joni Wasserman,0,CA-2018-117023,Consumer,Long Beach,East,New York,United States,Standard Class,2018-08-07,2018-08-12,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,5,2,12
34,Stefania Perrino,20,US-2018-118087,Corporate,Philadelphia,East,Pennsylvania,United States,Standard Class,2018-09-09,2018-09-13,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,2,1,5
47,Henry Goldwyn,0,CA-2016-122168,Corporate,Florence,South,Kentucky,United States,Standard Class,2016-08-21,2016-08-26,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,8,3,18
47,George Bell,0,CA-2016-167745,Corporate,Los Angeles,West,California,United States,Standard Class,2016-09-18,2016-09-23,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Art,Office Supplies,5,2,12
31,Sarah Brown,20,CA-2015-120411,Consumer,Chicago,Central,Illinois,United States,First Class,2015-09-20,2015-09-23,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Other,Phones,Technology,3,2,11
31,Joy Daniels,20,US-2018-152569,Consumer,Chicago,Central,Illinois,United States,Standard Class,2018-05-15,2018-05-20,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Other,Phones,Technology,3,2,11
31,Rick Duston,20,CA-2018-159457,Consumer,Houston,Central,Texas,United States,Standard Class,2018-10-19,2018-10-26,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Other,Phones,Technology,5,3,17
31,Ralph Arnett,20,CA-2018-141929,Consumer,Los Angeles,West,California,United States,Standard Class,2018-09-04,2018-09-08,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Other,Phones,Technology,2,1,6
45,Todd Boyes,0,CA-2018-159464,Corporate,Sandy Springs,South,Georgia,United States,First Class,2018-05-18,2018-05-19,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Other,Phones,Technology,16,5,35
30,Sean Christensen,20,CA-2015-113257,Consumer,Beaumont,Central,Texas,United States,Second Class,2015-12-16,2015-12-18,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Razer,Accessories,Technology,96,4,320
44,Dan Reichenbach,0,CA-2016-103933,Corporate,New York City,East,New York,United States,First Class,2016-09-25,2016-09-27,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Razer,Accessories,Technology,396,9,900
44,Frank Hawley,0,CA-2015-153808,Corporate,Los Angeles,West,California,United States,Second Class,2015-04-06,2015-04-10,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Razer,Accessories,Technology,132,3,300
44,Matt Collister,0,CA-2018-159597,Corporate,Coachella,West,California,United States,Standard Class,2018-11-09,2018-11-14,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Razer,Accessories,Technology,44,1,100
44,Laurel Beltran,0,CA-2018-118199,Home Office,Seattle,West,Washington,United States,First Class,2018-05-09,2018-05-11,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Razer,Accessories,Technology,88,2,200
30,Julie Kriz,20,CA-2015-120670,Home Office,Fort Lauderdale,South,Florida,United States,Standard Class,2015-11-02,2015-11-06,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Razer,Accessories,Technology,240,10,800
30,Toby Ritter,0,CA-2018-101434,Consumer,Belleville,East,New Jersey,United States,Standard Class,2018-06-20,2018-06-27,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,72,3,240
30,Erica Smith,0,CA-2017-127775,Consumer,New York City,East,New York,United States,Second Class,2017-06-11,2017-06-13,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,72,3,240
13,Tom Prescott,20,CA-2018-118773,Consumer,Houston,Central,Texas,United States,Standard Class,2018-02-09,2018-02-14,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,16,2,128
13,Helen Andreada,20,CA-2017-154018,Consumer,Laredo,Central,Texas,United States,Standard Class,2017-10-13,2017-10-19,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,24,3,192
13,Peter Fuller,20,CA-2016-140025,Consumer,San Antonio,Central,Texas,United States,Standard Class,2016-04-07,2016-04-11,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,48,6,384
13,Tracy Hopkins,20,CA-2016-100769,Home Office,Jacksonville,South,Florida,United States,Same Day,2016-05-16,2016-05-16,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,32,4,256
30,Bradley Talbott,0,CA-2018-123029,Home Office,Los Angeles,West,California,United States,Second Class,2018-09-30,2018-10-02,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,48,2,160
30,Tanja Norvell,0,CA-2016-140557,Home Office,New York City,East,New York,United States,Standard Class,2016-09-07,2016-09-11,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,168,7,560
43,Pauline Johnson,0,CA-2018-143686,Consumer,Santa Ana,West,California,United States,Same Day,2018-05-14,2018-05-14,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,602,7,"1,400"
43,Sonia Sunley,0,CA-2017-166275,Consumer,San Francisco,West,California,United States,Same Day,2017-10-24,2017-10-24,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,86,1,200
43,Valerie Dominguez,0,CA-2016-113145,Consumer,New York City,East,New York,United States,Standard Class,2016-11-01,2016-11-05,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,602,7,"1,400"
43,Trudy Schmidt,0,CA-2017-148684,Consumer,Fayetteville,South,Arkansas,United States,Standard Class,2017-12-25,2017-12-29,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,172,2,400
43,Fred Harton,0,CA-2018-104801,Consumer,Seattle,West,Washington,United States,Standard Class,2018-02-13,2018-02-19,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,344,4,800
29,Becky Castell,20,CA-2016-158351,Home Office,Philadelphia,East,Pennsylvania,United States,Second Class,2016-06-20,2016-06-24,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,92,2,320
43,Stephanie Ulpright,0,CA-2018-148922,Home Office,Jackson,South,Mississippi,United States,Second Class,2018-12-10,2018-12-15,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Accessories,Technology,258,3,600
1,Edward Nazzal,0,CA-2016-103177,Consumer,New York City,East,New York,United States,First Class,2016-05-30,2016-06-01,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,RCA,Phones,Technology,2,3,240
9,Odella Nelson,20,US-2017-151862,Corporate,Denver,West,Colorado,United States,Standard Class,2017-03-01,2017-03-08,RCA ViSYS 25423RE1 Corded phone,RCA,Phones,Technology,14,2,160
11,Speros Goranitis,20,CA-2015-169446,Consumer,Chicago,Central,Illinois,United States,Standard Class,2015-12-19,2015-12-25,RCA ViSYS 25425RE1 Corded phone,RCA,Phones,Technology,36,3,324
13,Brian Stugart,20,CA-2016-126725,Consumer,San Diego,West,California,United States,Standard Class,2016-11-17,2016-11-21,RCA ViSYS 25825 Wireless digital phone,RCA,Phones,Technology,52,4,416
13,Bart Watters,20,CA-2016-137302,Corporate,San Diego,West,California,United States,Standard Class,2016-04-26,2016-05-01,RCA ViSYS 25825 Wireless digital phone,RCA,Phones,Technology,39,3,312
25,Lena Creighton,0,US-2016-163825,Consumer,New York City,East,New York,United States,First Class,2016-06-16,2016-06-19,RCA Visys Integrated PBX 8-Line Router,RCA,Phones,Technology,33,2,134
6,Thea Hendricks,20,CA-2018-161809,Consumer,Los Angeles,West,California,United States,Standard Class,2018-01-20,2018-01-26,RCA Visys Integrated PBX 8-Line Router,RCA,Phones,Technology,10,3,161
6,Jason Klamczynski,20,US-2015-168501,Corporate,Dallas,Central,Texas,United States,Standard Class,2015-11-21,2015-11-27,RCA Visys Integrated PBX 8-Line Router,RCA,Phones,Technology,17,5,268
25,Valerie Mitchum,0,CA-2015-165806,Home Office,Marietta,South,Georgia,United States,Same Day,2015-04-07,2015-04-07,RCA Visys Integrated PBX 8-Line Router,RCA,Phones,Technology,50,3,201
6,Eugene Hildebrand,20,CA-2015-100867,Home Office,Lakewood,West,California,United States,Standard Class,2015-10-19,2015-10-24,RCA Visys Integrated PBX 8-Line Router,RCA,Phones,Technology,20,6,322
27,Michael Paige,0,CA-2017-142335,Corporate,Detroit,Central,Michigan,United States,Standard Class,2017-12-15,2017-12-19,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Other,Storage,Office Supplies,80,3,296
9,Sung Chung,20,CA-2018-117646,Consumer,Louisville,West,Colorado,United States,Standard Class,2018-08-21,2018-08-25,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Other,Storage,Office Supplies,21,3,237
9,Victoria Pisteka,20,CA-2015-109932,Corporate,Brownsville,Central,Texas,United States,First Class,2015-12-09,2015-12-11,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Other,Storage,Office Supplies,21,3,237
27,Benjamin Venier,0,US-2017-168410,Corporate,Oceanside,East,New York,United States,Standard Class,2017-02-21,2017-02-26,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Other,Storage,Office Supplies,80,3,296
27,Harold Ryan,0,CA-2015-127131,Corporate,Seattle,West,Washington,United States,Standard Class,2015-11-24,2015-11-30,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Other,Storage,Office Supplies,53,2,198
27,Carl Weiss,0,CA-2018-152436,Home Office,Cranston,East,Rhode Island,United States,Second Class,2018-12-08,2018-12-10,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Other,Storage,Office Supplies,160,6,593
46,Jeremy Pistek,0,CA-2015-144666,Consumer,San Francisco,West,California,United States,Second Class,2015-11-09,2015-11-11,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Other,Paper,Office Supplies,29,7,63
46,Patrick O'Brill,0,US-2018-106705,Consumer,Burlington,Central,Iowa,United States,Standard Class,2018-12-26,2019-01-01,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Other,Paper,Office Supplies,21,5,45
46,Natalie DeCherney,0,CA-2017-130778,Consumer,Long Beach,East,New York,United States,Standard Class,2017-11-19,2017-11-25,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Other,Paper,Office Supplies,21,5,45
46,Kalyca Meade,0,US-2016-138093,Corporate,Baltimore,East,Maryland,United States,Standard Class,2016-12-10,2016-12-16,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Other,Paper,Office Supplies,21,5,45
46,Patrick Bzostek,0,CA-2017-125738,Home Office,Salt Lake City,West,Utah,United States,Standard Class,2017-10-15,2017-10-21,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Other,Paper,Office Supplies,33,8,72
31,Nat Gilpin,20,CA-2018-117947,Corporate,New York City,East,New York,United States,Second Class,2018-08-18,2018-08-23,Recycled Easel Ring Binders,Other,Binders,Office Supplies,34,9,107
-83,Sarah Jordon,70,CA-2018-122987,Consumer,Columbia,South,Tennessee,United States,Same Day,2018-08-16,2018-08-16,Recycled Easel Ring Binders,Other,Binders,Office Supplies,-11,3,13
31,William Brown,20,CA-2017-165330,Consumer,Anaheim,West,California,United States,Same Day,2017-12-11,2017-12-11,Recycled Easel Ring Binders,Other,Binders,Office Supplies,11,3,36
-175,Nora Preis,80,CA-2015-142510,Consumer,Chicago,Central,Illinois,United States,Standard Class,2015-12-22,2015-12-29,Recycled Easel Ring Binders,Other,Binders,Office Supplies,-31,6,18
31,Bradley Nguyen,20,CA-2017-169943,Consumer,New York City,East,New York,United States,Standard Class,2017-05-19,2017-05-24,Recycled Easel Ring Binders,Other,Binders,Office Supplies,15,4,48
-83,Maribeth Dona,70,CA-2017-162383,Consumer,Lancaster,East,Ohio,United States,Standard Class,2017-09-05,2017-09-11,Recycled Easel Ring Binders,Other,Binders,Office Supplies,-7,2,9
-83,Laurel Beltran,70,US-2017-157490,Home Office,Pueblo,West,Colorado,United States,First Class,2017-10-06,2017-10-07,Recycled Easel Ring Binders,Other,Binders,Office Supplies,-15,4,18
45,Penelope Sewall,0,CA-2016-155054,Home Office,Lewiston,East,Maine,United States,Standard Class,2016-06-13,2016-06-19,Recycled Easel Ring Binders,Other,Binders,Office Supplies,13,2,30
45,Mick Hernandez,0,CA-2018-161088,Home Office,Columbus,South,Georgia,United States,Standard Class,2018-05-25,2018-05-29,Recycled Easel Ring Binders,Other,Binders,Office Supplies,13,2,30
28,Naresj Patel,0,US-2015-117135,Consumer,Waynesboro,South,Virginia,United States,Second Class,2015-06-21,2015-06-23,Recycled Eldon Regeneration Jumbo File,Other,Storage,Office Supplies,10,3,37
28,Debra Catini,0,CA-2015-106803,Consumer,Cottage Grove,Central,Minnesota,United States,Standard Class,2015-12-29,2016-01-02,Recycled Eldon Regeneration Jumbo File,Other,Storage,Office Supplies,7,2,25
28,Roy Collins,0,CA-2015-138296,Consumer,Alexandria,South,Virginia,United States,Standard Class,2015-12-05,2015-12-12,Recycled Eldon Regeneration Jumbo File,Other,Storage,Office Supplies,7,2,25
10,Cindy Chapman,20,CA-2018-100811,Consumer,Philadelphia,East,Pennsylvania,United States,First Class,2018-11-21,2018-11-24,Recycled Eldon Regeneration Jumbo File,Other,Storage,Office Supplies,4,4,39
28,Giulietta Baptist,0,CA-2016-158421,Consumer,Columbia,South,South Carolina,United States,Standard Class,2016-09-21,2016-09-26,Recycled Eldon Regeneration Jumbo File,Other,Storage,Office Supplies,24,7,86
28,Sam Zeldin,0,CA-2016-136105,Home Office,Columbus,Central,Indiana,United States,Standard Class,2016-06-12,2016-06-16,Recycled Eldon Regeneration Jumbo File,Other,Storage,Office Supplies,7,2,25
34,Eric Hoffmann,20,US-2017-110156,Consumer,Houston,Central,Texas,United States,Standard Class,2017-11-19,2017-11-24,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Other,Envelopes,Office Supplies,14,3,41
34,Roger Demir,20,CA-2016-112375,Consumer,Daytona Beach,South,Florida,United States,Standard Class,2016-12-21,2016-12-27,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Other,Envelopes,Office Supplies,9,2,27
38,Christine Abelman,20,US-2018-145366,Corporate,Cincinnati,East,Ohio,United States,Standard Class,2018-12-09,2018-12-13,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Other,Envelopes,Office Supplies,22,3,58
50,Art Ferguson,0,CA-2017-126270,Consumer,San Clemente,West,California,United States,Standard Class,2017-04-23,2017-04-27,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Other,Envelopes,Office Supplies,36,3,72
50,Dave Hallsten,0,CA-2016-159534,Corporate,New York City,East,New York,United States,First Class,2016-03-20,2016-03-23,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Other,Envelopes,Office Supplies,12,1,24
50,Lori Olson,0,CA-2018-118367,Corporate,New York City,East,New York,United States,Second Class,2018-10-28,2018-11-02,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Other,Envelopes,Office Supplies,24,2,48
38,Alyssa Crouse,20,CA-2017-144400,Corporate,Philadelphia,East,Pennsylvania,United States,Standard Class,2017-02-23,2017-02-27,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Other,Envelopes,Office Supplies,22,3,58
36,Dennis Kane,20,CA-2016-145065,Consumer,San Diego,West,California,United States,First Class,2016-12-12,2016-12-15,Recycled Premium Regency Composition Covers,Other,Binders,Office Supplies,9,2,24
36,Bobby Elias,20,CA-2017-108630,Consumer,Concord,West,California,United States,Same Day,2017-11-18,2017-11-18,Recycled Premium Regency Composition Covers,Other,Binders,Office Supplies,22,5,61
36,Tamara Chand,20,CA-2016-156013,Corporate,Long Beach,East,New York,United States,Standard Class,2016-09-20,2016-09-26,Recycled Premium Regency Composition Covers,Other,Binders,Office Supplies,9,2,24
-70,Dianna Vittorini,70,CA-2018-145233,Consumer,Denver,West,Colorado,United States,Standard Class,2018-12-01,2018-12-05,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,-5,7,7
36,Art Ferguson,20,CA-2017-126270,Consumer,San Clemente,West,California,United States,Standard Class,2017-04-23,2017-04-27,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,7,7,18
36,Chris Selesnick,20,CA-2017-161095,Corporate,Los Angeles,West,California,United States,Same Day,2017-06-28,2017-06-28,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,3,3,8
49,Jonathan Doherty,0,CA-2017-157161,Corporate,Columbia,South,South Carolina,United States,Second Class,2017-07-16,2017-07-20,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,3,2,6
36,Sibella Parks,20,CA-2015-123316,Corporate,Mount Vernon,East,New York,United States,Standard Class,2015-10-13,2015-10-17,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,3,3,8
-70,Brian Moss,70,CA-2017-163202,Corporate,Lancaster,East,Ohio,United States,Standard Class,2017-09-27,2017-10-02,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,-2,3,3
36,Kean Nguyen,20,CA-2015-154599,Corporate,Redondo Beach,West,California,United States,Standard Class,2015-04-12,2015-04-17,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,7,7,18
-70,Stefania Perrino,70,CA-2016-149636,Corporate,Colorado Springs,West,Colorado,United States,Standard Class,2016-01-06,2016-01-12,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Binders,Office Supplies,-1,2,2
25,Lena Radford,0,CA-2017-125206,Consumer,Los Angeles,West,California,United States,First Class,2017-01-03,2017-01-05,Recycled Steel Personal File for Hanging File Folders,Other,Storage,Office Supplies,29,2,114
6,Giulietta Weimer,20,CA-2015-168312,Consumer,Houston,Central,Texas,United States,Standard Class,2015-03-01,2015-03-07,Recycled Steel Personal File for Hanging File Folders,Other,Storage,Office Supplies,9,3,137
6,John Huston,20,CA-2018-132122,Consumer,Chicago,Central,Illinois,United States,Standard Class,2018-07-09,2018-07-14,Recycled Steel Personal File for Hanging File Folders,Other,Storage,Office Supplies,14,5,229
25,Ed Jacobs,0,US-2015-117163,Consumer,San Diego,West,California,United States,Standard Class,2015-01-27,2015-02-02,Recycled Steel Personal File for Hanging File Folders,Other,Storage,Office Supplies,14,1,57
6,Katherine Murray,20,CA-2016-163734,Home Office,Houston,Central,Texas,United States,Standard Class,2016-06-19,2016-06-24,Recycled Steel Personal File for Hanging File Folders,Other,Storage,Office Supplies,14,5,229
25,Dennis Bolton,0,CA-2018-150623,Home Office,Waterbury,East,Connecticut,United States,Standard Class,2018-04-10,2018-04-14,Recycled Steel Personal File for Hanging File Folders,Other,Storage,Office Supplies,72,5,286
8,Richard Eichhorn,20,CA-2015-163867,Consumer,Decatur,Central,Illinois,United States,First Class,2015-06-03,2015-06-06,Recycled Steel Personal File for Standard File Folders,Other,Storage,Office Supplies,10,3,133
26,Julia Dunbar,0,CA-2018-168123,Consumer,Rochester,Central,Minnesota,United States,Same Day,2018-03-05,2018-03-05,Recycled Steel Personal File for Standard File Folders,Other,Storage,Office Supplies,58,4,221
26,Mitch Webber,0,CA-2015-150518,Consumer,Coon Rapids,Central,Minnesota,United States,Standard Class,2015-11-19,2015-11-24,Recycled Steel Personal File for Standard File Folders,Other,Storage,Office Supplies,58,4,221
26,Muhammed Yedwab,0,CA-2015-118976,Corporate,Baltimore,East,Maryland,United States,Standard Class,2015-04-28,2015-05-03,Recycled Steel Personal File for Standard File Folders,Other,Storage,Office Supplies,129,9,498
35,Ryan Crowe,20,CA-2015-115259,Consumer,Columbus,East,Ohio,United States,Second Class,2015-08-25,2015-08-27,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,2,2,5
35,Meg Tillman,20,CA-2016-105312,Consumer,Scottsdale,West,Arizona,United States,First Class,2016-11-06,2016-11-09,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,2,3,7
35,Lisa Hazard,20,CA-2018-105991,Consumer,Louisville,West,Colorado,United States,First Class,2018-05-05,2018-05-06,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,7,9,21
48,Jay Fein,0,CA-2016-132486,Consumer,San Diego,West,California,United States,Second Class,2016-10-23,2016-10-27,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,6,4,12
35,Cassandra Brandow,20,CA-2015-130869,Consumer,Cedar Hill,Central,Texas,United States,Standard Class,2015-11-17,2015-11-21,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,2,3,7
48,Damala Kotsonis,0,US-2016-164448,Corporate,Salinas,West,California,United States,Second Class,2016-10-31,2016-11-04,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,7,5,15
48,Edward Becker,0,CA-2017-166380,Corporate,Arlington,South,Virginia,United States,Standard Class,2017-05-30,2017-06-03,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Other,Envelopes,Office Supplies,13,9,27
38,Carl Ludwig,20,US-2018-131583,Consumer,Philadelphia,East,Pennsylvania,United States,Same Day,2018-06-10,2018-06-10,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",REDIFORM,Paper,Office Supplies,15,6,40
38,Pete Takahito,20,CA-2018-103065,Consumer,Jacksonville,South,Florida,United States,Same Day,2018-10-20,2018-10-20,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",REDIFORM,Paper,Office Supplies,3,1,7
50,Bruce Stewart,0,CA-2017-156748,Consumer,Detroit,Central,Michigan,United States,Standard Class,2017-11-30,2017-12-06,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",REDIFORM,Paper,Office Supplies,17,4,33
